0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.0978713,0.38181558,0.0026753987,0.4130461,0.3442737,-0.50656456,-0.09370262,0.5962213,-0.57256657,0.1848824,-0.04542635,-0.1682845,0.09063648,0.33137804,0.4411142,-0.4429547,-0.018856017,-0.08003518,-0.2466117,-0.5477065,0.088694505,-0.30492404,0.13684751,-0.8303003,-0.21622038,-0.23896882,-0.1872111,0.08498003,-0.34356087,0.1291475,0.37046576,-0.28537616,0.11004086,-0.19215824,0.12555581,0.23351133,-0.025483126,-0.48888096,-0.066549696,-0.5742318,-0.043839224,-0.2305797,-0.43806675,0.22256248,0.27806836,0.2841946,0.03257574,-0.35744613,0.5023837,-0.055700693,0.23211232,-0.30404168,-0.14074184,0.15656924,-0.19026312,-0.071955346,-0.34738937,-0.3328953,-0.22187594,0.05249451,0.24047115,0.25532195,0.17731182,-0.018395117,-0.17951691,0.31408072,0.6723639,0.6009606,-0.82210076,0.58754134,-0.16174869,-0.04936449,0.101195864,-0.03514126,0.29103202,0.5510404,0.15814969,-0.039042734,-0.25999302,-0.10848542,-0.20953979,-0.24433133,-0.48970053,0.4330539,-0.0011486321,-0.32213438,0.4178683,0.021326037,0.80897045,0.23207277,0.36614347,0.09988548,-0.14533871,-0.064752966,0.621986,0.23012215,-0.24358837,-0.21374449,0.02126654,-0.20010951
0.108996205,0.48343232,-0.08057721,0.4826377,0.33363473,-0.5666977,-0.09152097,0.36910072,-0.69901085,0.22496468,-0.16742872,-0.07006865,0.35099772,0.27417824,0.61966366,-0.35848287,0.008750167,-0.14226665,-0.26366308,-0.6003435,-0.022225708,-0.2373595,0.17795943,-1.1009014,-0.1804317,-0.28079996,-0.2454396,0.28012517,-0.34477887,0.28590685,0.6687404,-0.35223156,0.251757,-0.31488553,0.1583477,0.06001369,-0.042854242,-0.6550453,-0.17655687,-0.557533,-0.2492549,-0.13048281,-0.47792447,0.021570694,0.23008856,0.07833113,0.25362182,-0.48612335,0.5172497,-0.038750548,0.2001493,-0.22290896,-0.28269356,0.30851683,-0.06563221,-0.032169078,-0.7971354,-0.48705706,-0.24293074,0.1392454,0.29325068,0.2688409,0.10809729,0.051817365,-0.051004652,0.20127274,0.983185,0.45416707,-0.98982793,0.8185737,-0.12060841,-0.21427695,0.09469201,-0.12068732,0.31077352,0.7895002,0.248973,-0.3642838,-0.5050507,-0.020580336,-0.23390837,-0.25696212,-0.62435496,0.5584125,0.006221575,-0.35371026,0.5208339,0.14887549,0.9472565,0.42658257,0.47108355,0.0704684,-0.057067327,-0.14982347,0.58744574,0.27833462,-0.27584085,-0.13058499,0.12132969,-0.4092751
-0.16623177,0.47896308,-0.10788365,0.45604146,0.41183418,-0.57405174,-0.14714167,0.42289937,-0.6949588,0.235052,-0.16169754,-0.15417627,0.23717318,0.27337947,0.63990384,-0.47014782,0.014267471,-0.14362586,-0.22759219,-0.5972316,0.0104796365,-0.24042189,0.19747342,-1.079684,-0.03636276,-0.28108698,-0.26276731,0.22600122,-0.37256777,0.23928078,0.6586903,-0.35955578,0.12455598,-0.28405556,0.17092742,0.11635763,-0.12250463,-0.55104107,0.00895772,-0.56400716,-0.1584495,-0.18698569,-0.50506437,0.0973263,0.19698635,0.17742014,0.11638345,-0.35880893,0.49460503,-0.09199394,0.3036094,-0.23963644,-0.29407886,0.3038482,-0.06934051,0.068153664,-0.54537535,-0.41646546,-0.30697176,0.08211761,0.19656768,0.32441902,0.1429813,0.019875754,-0.06984892,0.24955247,0.87711275,0.5177027,-0.9798869,0.6990937,-0.13400158,-0.16594012,0.14591166,-0.07630533,0.24133915,0.7065492,0.07985514,-0.19716495,-0.44626254,-0.11073584,-0.23411737,-0.22197191,-0.5236823,0.4956627,0.08408829,-0.30244747,0.52397513,0.11412844,0.89853203,0.37563398,0.49401438,0.107143365,-0.095948175,-0.13767965,0.6363116,0.28968012,-0.23360956,-0.12965459,0.0909884,-0.38724688
0.09312049,0.48384637,-0.08739233,0.5042803,0.3952928,-0.56524396,-0.14079298,0.35389593,-0.73124266,0.24088386,-0.17988116,-0.13988793,0.3118508,0.27026662,0.6009432,-0.41197062,0.058289517,-0.19728257,-0.20239654,-0.6759155,0.041824233,-0.14000247,0.13323449,-1.09668,-0.14762242,-0.30860442,-0.2776595,0.3103336,-0.37280154,0.2612431,0.51992303,-0.32517454,0.14582533,-0.27398747,0.144836,0.069615886,-0.12979737,-0.6060993,-0.14161877,-0.5696158,-0.25940105,-0.14044248,-0.50100434,0.02728954,0.27233782,0.147633,0.22222668,-0.44634777,0.5377274,-0.038212974,0.22188784,-0.21742883,-0.23147346,0.22996126,-0.07398842,-0.06991919,-0.71916574,-0.4808974,-0.22020707,0.21244423,0.20929968,0.25988662,0.0864843,0.053880926,-0.08747299,0.21007286,0.92761683,0.54789644,-1.0086675,0.84974784,-0.0928628,-0.23732652,0.10366025,-0.11296901,0.18512745,0.7526873,0.254313,-0.3135895,-0.4363941,-0.08600177,-0.23241296,-0.18528724,-0.6132642,0.55075014,0.06499809,-0.37606555,0.5271676,0.20131299,1.0216509,0.39774212,0.5156292,0.07695659,-0.10899589,-0.092033885,0.6138077,0.27235994,-0.29408246,-0.11778409,0.2109023,-0.40437484
-0.022074236,0.50061303,-0.10304138,0.32396978,0.30163673,-0.57048357,-0.15846537,0.5164387,-0.58451134,0.15649022,-0.11672535,-0.13811396,0.13366404,0.17903185,0.6005509,-0.46184042,0.058089785,-0.19772342,-0.22065407,-0.53086764,0.11060149,-0.27565587,0.17080782,-1.0642122,-0.23450737,-0.2547717,-0.21453626,0.22065139,-0.26404914,0.18962373,0.58349603,-0.3418709,0.16563179,-0.3284542,0.1672134,0.1699328,0.0037328906,-0.5240634,-0.04806839,-0.5470706,-0.05124528,-0.15090494,-0.40783665,0.008619106,0.2830954,0.19629419,0.15300663,-0.45631343,0.52711576,-0.018375197,0.39262253,-0.2908935,-0.29388407,0.22759387,-0.15313514,-0.14297047,-0.47568125,-0.39847517,-0.3076559,0.10693277,0.26234695,0.4499624,0.23155107,0.025535494,-0.041682824,0.23564246,1.0064127,0.51348275,-1.0414729,0.81122094,-0.15319537,-0.243918,0.10717536,-0.07532719,0.28859842,0.71467704,0.13580999,-0.17658064,-0.35143018,-0.001698073,-0.17601697,-0.30759907,-0.4710136,0.36519083,0.1486365,-0.42070895,0.54947853,0.24149577,0.8705737,0.28688806,0.5141012,0.023857715,-0.1694729,-0.065572515,0.6653174,0.22966135,-0.2792692,-0.04254614,0.21575442,-0.33233744
-0.12841514,0.44556865,-0.0755894,0.4064106,0.36148307,-0.57911915,-0.15110187,0.41333947,-0.6571898,0.14980215,-0.192942,-0.14499678,0.22470252,0.27634558,0.638627,-0.43717563,0.055305276,-0.16049826,-0.19844417,-0.5511372,0.1088781,-0.20591621,0.18287814,-1.0301133,-0.05748072,-0.26260245,-0.3414551,0.2628476,-0.35406768,0.24113205,0.65296054,-0.2958936,0.10276208,-0.32602525,0.21541221,0.02997324,-0.16122673,-0.53887093,0.017081883,-0.5523116,-0.16328305,-0.16306882,-0.4954422,0.021600954,0.26686814,0.19873665,0.13245687,-0.38373566,0.5976589,-0.09263795,0.3103926,-0.26408622,-0.3314728,0.20801584,-0.04168941,-0.072394796,-0.45066017,-0.41782856,-0.2857647,0.1940742,0.20861062,0.36355388,0.10242953,0.015302464,-0.021023538,0.20750082,0.9300401,0.52887607,-0.972434,0.7072946,-0.11210499,-0.31294504,0.13696872,-0.074842095,0.208592,0.6908411,0.09069493,-0.23169066,-0.41599187,-0.04020868,-0.24545313,-0.26545626,-0.4601301,0.44376156,0.07189374,-0.30627418,0.5983888,0.16117766,0.94170475,0.41008842,0.5641558,0.03441288,0.0114884665,-0.086041965,0.65465873,0.28718567,-0.25247765,-0.04773367,0.1714539,-0.33697537
-0.066578284,0.44805115,-0.050854485,0.4213431,0.35950312,-0.5544511,-0.104245566,0.4005941,-0.66302776,0.15846474,-0.16450348,-0.15165164,0.2834194,0.29220074,0.6192793,-0.4133065,0.027234927,-0.12674935,-0.26578486,-0.5579867,0.038099356,-0.25372785,0.20673832,-1.0902885,-0.11857603,-0.29255548,-0.24708027,0.22544162,-0.37276015,0.27187955,0.6494915,-0.3301294,0.16838318,-0.26210552,0.21527487,0.057224635,-0.08546246,-0.61635447,-0.01954966,-0.5303758,-0.21589445,-0.16196346,-0.5174915,-0.0090908455,0.2573042,0.15464136,0.20627873,-0.41439682,0.5450647,-0.038669817,0.29029435,-0.25680315,-0.27007595,0.2841577,-0.11489634,0.0100500975,-0.57742316,-0.44397986,-0.26652586,0.17937562,0.24876729,0.32742456,0.11506681,0.0067485888,-0.056764025,0.24972184,0.9734859,0.5257564,-1.0172251,0.776985,-0.12014168,-0.25256854,0.122356124,-0.07348926,0.25278625,0.789162,0.15192977,-0.27669287,-0.48537996,-0.06248967,-0.23013432,-0.24014835,-0.4904354,0.49479222,0.05351264,-0.34113097,0.5921248,0.103886634,0.9522721,0.43136653,0.5007165,0.055224016,-0.061932348,-0.111535534,0.6705888,0.31417128,-0.2612151,-0.15317278,0.15091528,-0.36385798
-0.21740672,0.49260265,-0.27166933,0.47306967,0.41225964,-0.5390272,-0.16203599,0.2842099,-0.72076637,0.140432,-0.3104131,-0.2293088,0.36414745,0.24460402,0.72268045,-0.3731935,0.099112146,-0.17429502,-0.2503575,-0.6390675,0.05451936,-0.32646865,0.0145819895,-1.0617774,-0.009205317,-0.3963338,-0.30963975,0.24937591,-0.27590325,0.25245672,0.81476724,-0.26475152,0.10184882,-0.46779707,0.036367964,0.1411022,-0.08377465,-0.5767391,0.025348924,-0.5958568,-0.111430936,-0.1572743,-0.46312734,-0.101341926,0.36394668,0.17526223,0.21062523,-0.42505983,0.6683197,-0.096282326,0.37891388,-0.25375274,-0.35222492,0.3049006,-0.070719056,-0.06668512,-0.61444914,-0.50525665,-0.32400882,0.1753713,0.2590345,0.5193413,0.13581233,-0.020832138,0.01541346,0.018579252,1.024565,0.4581521,-1.0627289,0.8015285,0.016544009,-0.4417636,0.12830865,-0.045134176,0.18948597,0.7459451,0.05088158,-0.28406256,-0.39257514,0.05284268,-0.104343966,-0.31737727,-0.48427615,0.3148352,0.19898817,-0.36333963,0.6102448,0.2685515,0.9330213,0.4416458,0.47579056,-0.0034801858,-0.0806815,-0.105221815,0.5655023,0.27767852,-0.2559122,-0.0285753,0.23554182,-0.33117035
-0.03702888,0.43029562,-0.045709785,0.40133056,0.4355842,-0.4898372,-0.1924194,0.24601047,-0.590703,0.21819258,-0.12918253,-0.1164717,0.22473225,0.25996652,0.6866464,-0.41104233,-0.02362017,-0.111027375,-0.18093452,-0.6906178,0.10979822,-0.20456614,0.16388094,-1.0069754,-0.06062523,-0.33947343,-0.2619823,0.26788,-0.37575257,0.22572446,0.63250786,-0.39561662,0.16136919,-0.43361172,0.10933572,0.115857534,-0.067441136,-0.46405658,-0.10826923,-0.55539834,-0.2199755,-0.19545172,-0.4941291,-0.020396674,0.15200984,0.16215456,0.24061018,-0.37583214,0.475569,-0.021954834,0.25755107,-0.35479823,-0.26418665,0.2311255,-0.10815414,-0.15259373,-0.49117365,-0.3136534,-0.26600417,0.20828113,0.20401692,0.29567873,0.04258072,-0.01884967,0.03564294,0.2133231,0.9090005,0.5776059,-1.0349654,0.8571551,-0.17050111,-0.14016151,0.13206886,-0.099444434,0.19390927,0.6104597,0.123576365,-0.23146945,-0.4007216,-0.094192326,-0.32981238,-0.17725201,-0.53077817,0.40389422,0.14874499,-0.39755303,0.43592808,0.18439615,1.0623416,0.36702722,0.6536563,0.081547484,-0.043404203,-0.20003787,0.73715764,0.32912448,-0.29555267,-0.17489244,0.06874032,-0.35254493
-0.09300075,0.40349045,-0.067828424,0.38263607,0.35440063,-0.541476,-0.13295768,0.5327431,-0.5611374,0.13007124,-0.13233536,-0.11505303,0.119987264,0.29286495,0.51438,-0.4280309,0.03187475,-0.116780326,-0.24555065,-0.49267745,0.061238848,-0.29177505,0.1998542,-0.96808326,-0.17132132,-0.2887519,-0.23826995,0.19254127,-0.32175007,0.20892036,0.5588675,-0.30080497,0.1569241,-0.22749695,0.16080838,0.16245738,-0.074271925,-0.52576095,-0.02221491,-0.6075738,-0.12054342,-0.17781125,-0.49159762,0.068962015,0.27954006,0.16354328,0.057978228,-0.38919127,0.56292605,-0.055639163,0.28017575,-0.32536337,-0.20103782,0.23711567,-0.21359262,-0.09727219,-0.39179757,-0.37226686,-0.23966542,0.13056841,0.23976715,0.32552147,0.12171577,0.00024259638,-0.1055206,0.27029583,0.81555533,0.52031326,-0.91508496,0.6499023,-0.17499283,-0.15730649,0.13505493,-0.052735396,0.24536316,0.6321898,0.13966341,-0.15258697,-0.34739342,-0.077043846,-0.25464705,-0.17839551,-0.48324496,0.4231569,0.011045994,-0.3485239,0.52573127,0.1292366,0.8534301,0.2761008,0.46499285,0.046308517,-0.07928442,-0.045851775,0.68189186,0.2117429,-0.3270969,-0.17279339,0.08686884,-0.24999659
